dv2_vulnerability_quartile,keyword,keyword_count,n_lgas,n_reviews,mean_dv2,rank_within_dv2_quartile
Q3 upper-middle DV2,further,22,14,20,13.64487994026344,1142
Q3 upper-middle DV2,guidance,22,10,21,13.378370796535346,1143
Q3 upper-middle DV2,hear,22,13,21,13.26905221829768,1144
Q3 upper-middle DV2,heights,22,3,22,15.21170783529102,1145
Q3 upper-middle DV2,himself,22,12,20,13.303064709313771,1146
Q3 upper-middle DV2,interact,22,13,22,13.686697905853508,1147
Q3 upper-middle DV2,interested,22,16,22,13.97771471705589,1148
Q3 upper-middle DV2,items,22,8,17,12.559699558200826,1149
Q3 upper-middle DV2,language,22,12,22,13.3594817185473,1150
Q3 upper-middle DV2,numbers,22,9,20,12.98313111373026,1151
Q3 upper-middle DV2,occasions,22,12,20,13.442916323555114,1152
Q3 upper-middle DV2,omaha,22,3,22,15.080069494278014,1153
Q3 upper-middle DV2,plans,22,11,22,13.52148332971356,1154
Q3 upper-middle DV2,polite,22,12,22,13.51005083115986,1155
Q3 upper-middle DV2,rate,22,12,21,13.439938517316351,1156
Q3 upper-middle DV2,reading,22,9,21,12.835564408329354,1157
Q3 upper-middle DV2,relief,22,15,22,13.349921333692656,1158
Q3 upper-middle DV2,remarkable,22,8,22,13.172157809313848,1159
Q3 upper-middle DV2,return,22,13,22,12.99160740543911,1160
Q3 upper-middle DV2,rules,22,14,21,13.483852746588685,1161
Q3 upper-middle DV2,separation,22,11,21,13.94541039049531,1162
Q3 upper-middle DV2,shop,22,7,19,12.872692210142976,1163
Q3 upper-middle DV2,significant,22,13,21,13.401089757432514,1164
Q3 upper-middle DV2,specific,22,15,22,13.548944166458192,1165
Q3 upper-middle DV2,structured,22,12,22,13.251049945215186,1166
Q3 upper-middle DV2,twice,22,13,22,13.443056827500481,1167
Q3 upper-middle DV2,unique,22,13,22,13.732406586691804,1168
Q3 upper-middle DV2,visiting,22,16,22,13.537752604325872,1169
Q3 upper-middle DV2,weren,22,12,19,13.580682901557795,1170
Q3 upper-middle DV2,word,22,10,21,13.879752322052946,1171
Q3 upper-middle DV2,zero,22,11,21,12.990748342903016,1172
Q3 upper-middle DV2,allowing,21,13,20,13.359199788488777,1173
Q3 upper-middle DV2,amy,21,4,17,14.121882734324153,1174
Q3 upper-middle DV2,belinda,21,3,18,12.591682280922642,1175
Q3 upper-middle DV2,bonus,21,12,21,14.057590105824296,1176
Q3 upper-middle DV2,booking,21,8,17,14.119502972306266,1177
Q3 upper-middle DV2,calm,21,12,20,13.535717332472794,1178
Q3 upper-middle DV2,catholic,21,7,20,14.539120161041975,1179
Q3 upper-middle DV2,childs,21,11,19,14.142958695601285,1180
Q3 upper-middle DV2,choosing,21,12,21,13.565406052235332,1181
Q3 upper-middle DV2,christmas,21,12,19,13.993883009702472,1182
Q3 upper-middle DV2,classroom,21,10,21,13.439496719979518,1183
Q3 upper-middle DV2,cold,21,13,18,13.446687072405966,1184
Q3 upper-middle DV2,comforting,21,10,21,13.705878830538708,1185
Q3 upper-middle DV2,dealing,21,12,21,13.734656326040138,1186
Q3 upper-middle DV2,developing,21,12,21,13.342801188940609,1187
Q3 upper-middle DV2,donnybrook,21,2,18,14.253301252523066,1188
Q3 upper-middle DV2,emails,21,12,21,13.700243456118265,1189
Q3 upper-middle DV2,fix,21,10,19,13.461620125072173,1190
Q3 upper-middle DV2,foundation,21,11,21,12.699584873420346,1191
Q3 upper-middle DV2,ground,21,13,19,13.323604046384771,1192
Q3 upper-middle DV2,guppy,21,1,16,15.526152573909398,1193
Q3 upper-middle DV2,guy,21,13,18,13.523131711391356,1194
Q3 upper-middle DV2,happily,21,14,21,13.507057317076772,1195
Q3 upper-middle DV2,higher,21,12,21,13.225472266321841,1196
Q3 upper-middle DV2,informative,21,12,20,13.828257576166553,1197
Q3 upper-middle DV2,mean,21,12,20,13.02712204612689,1198
Q3 upper-middle DV2,nan,21,1,20,12.0843332190607,1199
Q3 upper-middle DV2,neeru,21,1,18,12.379421221865,1200
Q3 upper-middle DV2,okay,21,9,18,13.149602121859285,1201
Q3 upper-middle DV2,order,21,10,21,13.238296253762195,1202
Q3 upper-middle DV2,organisation,21,11,20,13.589285327131847,1203
Q3 upper-middle DV2,problems,21,12,21,13.197220253593644,1204
Q3 upper-middle DV2,read,21,14,21,13.382098345287549,1205
Q3 upper-middle DV2,reassured,21,12,20,13.224763846965562,1206
Q3 upper-middle DV2,sam,21,4,18,12.34249354163475,1207
Q3 upper-middle DV2,seemed,21,9,20,12.671493821176238,1208
Q3 upper-middle DV2,starts,21,11,21,13.751397173089096,1209
Q3 upper-middle DV2,sunbury,21,2,18,14.253301252523066,1210
Q3 upper-middle DV2,toddlers,21,8,19,13.598582888073414,1211
Q3 upper-middle DV2,town,21,13,21,13.820075458859506,1212
Q3 upper-middle DV2,wanting,21,13,21,13.53218834297691,1213
Q3 upper-middle DV2,weekend,21,9,20,14.35674254625221,1214
Q3 upper-middle DV2,write,21,10,20,13.459607623634543,1215
Q3 upper-middle DV2,yourself,21,12,19,13.329891285925447,1216
Q3 upper-middle DV2,accommodate,20,13,19,13.548350019844614,1217
Q3 upper-middle DV2,achieve,20,10,20,13.90869455186232,1218
Q3 upper-middle DV2,advice,20,11,19,13.607651812984065,1219
Q3 upper-middle DV2,arrive,20,10,18,14.18432017273011,1220
Q3 upper-middle DV2,attitude,20,13,20,13.427255694219605,1221
Q3 upper-middle DV2,became,20,12,19,13.25215480038573,1222
Q3 upper-middle DV2,birds,20,4,19,15.13943737649368,1223
Q3 upper-middle DV2,contact,20,13,20,13.351392345918805,1224
Q3 upper-middle DV2,dirty,20,11,15,13.63938243528555,1225
Q3 upper-middle DV2,discuss,20,12,19,13.37927298878127,1226
Q3 upper-middle DV2,expensive,20,14,19,13.54087413385416,1227
Q3 upper-middle DV2,independent,20,11,20,13.65846939178769,1228
Q3 upper-middle DV2,infant,20,7,17,13.278827199167555,1229
Q3 upper-middle DV2,interesting,20,11,19,13.515903562967566,1230
Q3 upper-middle DV2,lakemba,20,1,14,12.874892887746402,1231
Q3 upper-middle DV2,likes,20,10,20,13.320477854576714,1232
Q3 upper-middle DV2,manner,20,12,18,13.619997310987467,1233
Q3 upper-middle DV2,names,20,11,20,13.961330668243201,1234
Q3 upper-middle DV2,nurse,20,3,19,15.092951712873099,1235
Q3 upper-middle DV2,nurtured,20,10,20,13.629773300981194,1236
Q3 upper-middle DV2,oldest,20,10,15,13.00535442033194,1237
Q3 upper-middle DV2,pcyc,20,2,15,14.693845526493899,1238
Q3 upper-middle DV2,rating,20,9,20,12.823641576154879,1239
Q3 upper-middle DV2,security,20,10,18,14.116181485111744,1240
Q3 upper-middle DV2,settling,20,9,19,14.011388492825205,1241
Q3 upper-middle DV2,specially,20,11,20,13.74340126168824,1242
Q3 upper-middle DV2,supporting,20,10,18,13.77874265819942,1243
Q3 upper-middle DV2,tells,20,12,19,13.442643299767905,1244
Q3 upper-middle DV2,whom,20,11,18,13.13662660375031,1245
Q3 upper-middle DV2,adjust,19,11,19,13.288222471819699,1246
Q3 upper-middle DV2,anymore,19,11,17,13.100265088344784,1247
Q3 upper-middle DV2,aware,19,9,18,13.108634092643806,1248
Q3 upper-middle DV2,bay,19,2,18,13.94332768442777,1249
Q3 upper-middle DV2,bbq,19,1,18,13.2863340563991,1250
Q3 upper-middle DV2,capable,19,9,19,13.225741655881837,1251
Q3 upper-middle DV2,clothes,19,10,16,13.605202985279526,1252
Q3 upper-middle DV2,compassion,19,10,18,14.186348832024168,1253
Q3 upper-middle DV2,concern,19,12,19,13.428292642545827,1254
Q3 upper-middle DV2,connected,19,14,18,13.617471178860452,1255
Q3 upper-middle DV2,connections,19,7,17,14.052696609815394,1256
Q3 upper-middle DV2,cost,19,9,17,13.412863313698017,1257
Q3 upper-middle DV2,cuddles,19,8,17,13.140790341665795,1258
Q3 upper-middle DV2,dealt,19,12,19,13.801007417548348,1259
Q3 upper-middle DV2,eats,19,11,18,14.226797188289373,1260
Q3 upper-middle DV2,enter,19,9,19,13.397814207559342,1261
Q3 upper-middle DV2,floor,19,9,17,13.350338827742727,1262
Q3 upper-middle DV2,following,19,12,19,13.46612344714038,1263
Q3 upper-middle DV2,hesitation,19,10,18,13.643855766256536,1264
Q3 upper-middle DV2,improvements,19,13,19,13.47533961453312,1265
Q3 upper-middle DV2,incursions,19,12,19,13.81425418235037,1266
Q3 upper-middle DV2,independence,19,10,19,13.582831329131784,1267
Q3 upper-middle DV2,initially,19,10,18,13.271371415232188,1268
Q3 upper-middle DV2,light,19,13,19,14.14743469882471,1269
Q3 upper-middle DV2,maddington,19,1,15,15.163699023549702,1270
Q3 upper-middle DV2,maybe,19,12,18,13.452512525179017,1271
Q3 upper-middle DV2,medical,19,9,16,14.251416688886332,1272
Q3 upper-middle DV2,melton,19,2,17,13.513166909693831,1273
Q3 upper-middle DV2,messages,19,7,14,13.91727663974879,1274
Q3 upper-middle DV2,notch,19,13,19,13.265809975799257,1275
Q3 upper-middle DV2,opinion,19,13,17,13.271758844490472,1276
Q3 upper-middle DV2,paying,19,8,18,13.516908681845436,1277
Q3 upper-middle DV2,policies,19,9,18,12.770013651874814,1278
Q3 upper-middle DV2,pride,19,14,19,13.776280350527983,1279
Q3 upper-middle DV2,request,19,14,18,13.611123905067949,1280
Q3 upper-middle DV2,requests,19,11,18,13.305701293818483,1281
Q3 upper-middle DV2,required,19,11,18,13.515314335891402,1282
Q3 upper-middle DV2,setting,19,11,18,13.28104999467209,1283
Q3 upper-middle DV2,simply,19,12,19,13.794719602841974,1284
Q3 upper-middle DV2,skilled,19,13,19,13.803991035462026,1285
Q3 upper-middle DV2,snacks,19,10,19,13.038669652046948,1286
Q3 upper-middle DV2,sos,19,1,19,12.0843332190607,1287
Q3 upper-middle DV2,strict,19,10,19,12.84383527633633,1288
Q3 upper-middle DV2,structure,19,9,19,13.753559832884557,1289
Q3 upper-middle DV2,svcc,19,1,9,12.2294916960242,1290
Q3 upper-middle DV2,tears,19,12,18,13.403483888364258,1291
Q3 upper-middle DV2,trouble,19,13,19,14.021523850168233,1292
Q3 upper-middle DV2,uniform,19,8,18,12.921285577411894,1293
Q3 upper-middle DV2,west,19,6,18,14.625107891573485,1294
Q3 upper-middle DV2,westmead,19,2,15,12.307798651025868,1295
Q3 upper-middle DV2,access,18,11,15,12.940543248130249,1296
Q3 upper-middle DV2,administration,18,10,17,13.245657279667533,1297
Q3 upper-middle DV2,ahead,18,11,17,13.702469655196683,1298
Q3 upper-middle DV2,allow,18,12,17,13.475813083662734,1299
Q3 upper-middle DV2,assured,18,9,18,13.25649361441935,1300
Q3 upper-middle DV2,balance,18,11,18,13.027802858965266,1301
Q3 upper-middle DV2,began,18,11,16,13.36402870821786,1302
Q3 upper-middle DV2,biggest,18,10,16,13.54328895713654,1303
Q3 upper-middle DV2,blast,18,6,18,12.519539616238198,1304
Q3 upper-middle DV2,body,18,10,17,13.258654604477577,1305
Q3 upper-middle DV2,bottle,18,11,15,14.07724027703516,1306
Q3 upper-middle DV2,bringing,18,7,18,13.79932734316605,1307
Q3 upper-middle DV2,bruce,18,2,16,13.263476213696173,1308
Q3 upper-middle DV2,calling,18,10,15,13.532306630140994,1309
Q3 upper-middle DV2,canteen,18,7,15,12.708157495273054,1310
Q3 upper-middle DV2,complaint,18,12,16,13.661963979222339,1311
Q3 upper-middle DV2,deception,18,1,17,13.9652555236971,1312
Q3 upper-middle DV2,eat,18,11,15,13.712727453422845,1313
Q3 upper-middle DV2,exactly,18,13,17,13.99668758349126,1314
Q3 upper-middle DV2,explorers,18,3,14,12.121319554469894,1315
Q3 upper-middle DV2,fine,18,13,17,13.363409558544067,1316
Q3 upper-middle DV2,foster,18,11,16,13.25534146859621,1317
Q3 upper-middle DV2,fosters,18,11,18,13.45920948569874,1318
Q3 upper-middle DV2,fully,18,10,17,13.186143723238306,1319
Q3 upper-middle DV2,gentle,18,14,18,13.395170507341838,1320
Q3 upper-middle DV2,goodlife,18,1,12,15.5261525739094,1321
Q3 upper-middle DV2,handled,18,9,17,13.537361517780427,1322
Q3 upper-middle DV2,impressive,18,9,18,13.93436962057086,1323
Q3 upper-middle DV2,joining,18,9,17,13.190573781077156,1324
Q3 upper-middle DV2,junior,18,10,18,14.055212274252366,1325
Q3 upper-middle DV2,main,18,11,18,13.455046957720521,1326
Q3 upper-middle DV2,participate,18,11,18,13.640730754661806,1327
Q3 upper-middle DV2,particular,18,14,17,13.409822957229643,1328
Q3 upper-middle DV2,peers,18,11,18,13.337708540277779,1329
Q3 upper-middle DV2,placed,18,9,17,13.101554109834833,1330
Q3 upper-middle DV2,pleasant,18,12,18,13.678058130921011,1331
Q3 upper-middle DV2,probably,18,10,17,13.563554850819106,1332
Q3 upper-middle DV2,provider,18,10,13,13.483719057470866,1333
Q3 upper-middle DV2,puts,18,11,18,13.613660315304772,1334
Q3 upper-middle DV2,recent,18,10,18,13.223341666112216,1335
Q3 upper-middle DV2,schooling,18,10,16,13.149168763150255,1336
Q3 upper-middle DV2,selection,18,10,17,12.724698970408806,1337
Q3 upper-middle DV2,singing,18,12,17,13.5463963433232,1338
Q3 upper-middle DV2,sister,18,9,17,13.777286713324967,1339
Q3 upper-middle DV2,smaller,18,11,18,13.824391955450878,1340
Q3 upper-middle DV2,speaks,18,11,18,13.155313444470995,1341
Q3 upper-middle DV2,stage,18,10,18,13.104074799160088,1342
Q3 upper-middle DV2,treatment,18,10,17,13.20378009034045,1343
Q3 upper-middle DV2,waste,18,11,17,12.826163614520539,1344
Q3 upper-middle DV2,wide,18,14,18,14.08882380046359,1345
Q3 upper-middle DV2,yummy,18,12,18,14.199202820612777,1346
Q3 upper-middle DV2,add,17,8,16,13.847967748633618,1347
Q3 upper-middle DV2,allergies,17,14,17,13.607544026896864,1348
Q3 upper-middle DV2,arts,17,12,17,13.15063205763751,1349
Q3 upper-middle DV2,avoid,17,11,15,13.454224570339647,1350
Q3 upper-middle DV2,begin,17,14,17,13.7023877269771,1351
Q3 upper-middle DV2,condition,17,13,16,13.369625653376412,1352
Q3 upper-middle DV2,connect,17,12,17,13.542703651363288,1353
Q3 upper-middle DV2,count,17,12,17,13.578233995111917,1354
Q3 upper-middle DV2,english,17,8,16,13.117842771517063,1355
Q3 upper-middle DV2,enroll,17,10,15,13.108749891183166,1356
Q3 upper-middle DV2,entertained,17,10,17,13.71518145996066,1357
Q3 upper-middle DV2,example,17,10,16,13.276287319773829,1358
Q3 upper-middle DV2,exceeded,17,8,17,13.713373475290652,1359
Q3 upper-middle DV2,five,17,11,16,13.421395113254459,1360
Q3 upper-middle DV2,focused,17,12,17,13.103055735321936,1361
Q3 upper-middle DV2,form,17,10,14,13.432193687222952,1362
Q3 upper-middle DV2,general,17,11,16,13.410498275251854,1363
Q3 upper-middle DV2,generally,17,11,17,13.474670651968365,1364
Q3 upper-middle DV2,hearts,17,11,17,13.317572548230812,1365
Q3 upper-middle DV2,known,17,13,17,13.384620644092047,1366
Q3 upper-middle DV2,levels,17,11,17,13.702332061392253,1367
Q3 upper-middle DV2,literally,17,10,17,13.541948053234066,1368
Q3 upper-middle DV2,marie,17,2,12,12.883552895650316,1369
Q3 upper-middle DV2,mental,17,10,17,13.799652798022278,1370
Q3 upper-middle DV2,middle,17,10,17,13.544938681982053,1371
Q3 upper-middle DV2,milestone,17,4,12,13.649182197085477,1372
Q3 upper-middle DV2,mom,17,11,17,13.05708004871533,1373
Q3 upper-middle DV2,pack,17,10,17,13.331895676937506,1374
Q3 upper-middle DV2,paid,17,12,15,13.329327240474136,1375
Q3 upper-middle DV2,per,17,11,17,12.989495401259259,1376
Q3 upper-middle DV2,photo,17,9,14,13.413023268065642,1377
Q3 upper-middle DV2,prepare,17,9,17,14.07789355685793,1378
Q3 upper-middle DV2,quiet,17,8,17,13.719702675710794,1379
Q3 upper-middle DV2,raise,17,14,17,13.318135949616936,1380
Q3 upper-middle DV2,seven,17,5,15,12.935185749048017,1381
Q3 upper-middle DV2,simple,17,13,17,13.768206438776453,1382
Q3 upper-middle DV2,sleep,17,11,16,13.138058311801716,1383
Q3 upper-middle DV2,somewhere,17,12,15,13.615616137555106,1384
Q3 upper-middle DV2,sorry,17,10,14,12.969886342390216,1385
Q3 upper-middle DV2,stand,17,10,17,13.196929278120594,1386
Q3 upper-middle DV2,strength,17,9,11,12.978234633538378,1387
Q3 upper-middle DV2,sunny,17,2,13,12.914524281266011,1388
Q3 upper-middle DV2,tcv,17,1,10,12.0843332190607,1389
Q3 upper-middle DV2,thorough,17,10,15,13.483607496744064,1390
Q3 upper-middle DV2,thrilled,17,7,17,13.881050550842001,1391
Q3 upper-middle DV2,touch,17,15,17,13.78505916390474,1392
Q3 upper-middle DV2,traditional,17,4,15,15.219071463939637,1393
Q3 upper-middle DV2,vales,17,1,11,12.2294916960242,1394
Q3 upper-middle DV2,venue,17,6,17,14.168625210679753,1395
Q3 upper-middle DV2,whatever,17,11,17,13.179341253553906,1396
Q3 upper-middle DV2,act,16,10,15,13.292563648401181,1397
Q3 upper-middle DV2,actions,16,10,16,13.413547442415956,1398
Q3 upper-middle DV2,aspects,16,10,16,13.393569462806118,1399
Q3 upper-middle DV2,athol,16,1,13,13.022113022113,1400
Q3 upper-middle DV2,basic,16,9,14,12.946866368075863,1401
Q3 upper-middle DV2,basketball,16,5,14,13.957476659961106,1402
Q3 upper-middle DV2,blair,16,1,13,13.022113022113,1403
Q3 upper-middle DV2,break,16,11,16,13.3501860586669,1404
Q3 upper-middle DV2,brings,16,9,15,12.773848629162638,1405
Q3 upper-middle DV2,card,16,5,11,12.8864315753542,1406
Q3 upper-middle DV2,career,16,8,15,12.796798541379426,1407
Q3 upper-middle DV2,certain,16,10,16,13.85016722504752,1408
Q3 upper-middle DV2,compared,16,9,16,13.411985350935213,1409
Q3 upper-middle DV2,complaints,16,11,15,13.087937182183113,1410
Q3 upper-middle DV2,condell,16,1,13,12.8748928877464,1411
Q3 upper-middle DV2,correct,16,9,16,13.769952312704437,1412
Q3 upper-middle DV2,crafts,16,10,16,12.906578369360062,1413
Q3 upper-middle DV2,cultures,16,12,15,13.666891156772488,1414
Q3 upper-middle DV2,doctor,16,4,12,14.55928845983705,1415
Q3 upper-middle DV2,dress,16,7,13,13.170559037240288,1416
Q3 upper-middle DV2,eden,16,1,12,11.9031607262946,1417
Q3 upper-middle DV2,everybody,16,10,16,13.244154022080306,1418
Q3 upper-middle DV2,excitement,16,8,16,13.214576537576312,1419
Q3 upper-middle DV2,flexibility,16,6,16,12.652928519771788,1420
Q3 upper-middle DV2,greatly,16,12,16,13.523067142763225,1421
Q3 upper-middle DV2,green,16,8,16,13.636895244407313,1422
Q3 upper-middle DV2,groups,16,10,16,14.070101355469413,1423
Q3 upper-middle DV2,hair,16,9,14,13.252967892371137,1424
Q3 upper-middle DV2,hate,16,8,16,13.294681306675376,1425
Q3 upper-middle DV2,heaps,16,10,15,13.343731222279388,1426
Q3 upper-middle DV2,helens,16,1,13,13.022113022113,1427
Q3 upper-middle DV2,interaction,16,11,16,13.737307723244337,1428
Q3 upper-middle DV2,interactive,16,7,16,13.831047627685882,1429
Q3 upper-middle DV2,invested,16,11,16,13.329963622496818,1430
Q3 upper-middle DV2,lead,16,11,15,13.38702351324017,1431
Q3 upper-middle DV2,meal,16,9,16,13.652306845222276,1432
Q3 upper-middle DV2,mine,16,11,16,13.752036769303688,1433
Q3 upper-middle DV2,missing,16,10,15,13.576719514575043,1434
Q3 upper-middle DV2,natural,16,8,16,14.051510658295168,1435
Q3 upper-middle DV2,nino,16,1,13,13.5486265775798,1436
Q3 upper-middle DV2,nutritional,16,12,16,13.794108063974257,1437
Q3 upper-middle DV2,parish,16,3,12,15.134679846741982,1438
Q3 upper-middle DV2,partner,16,10,16,14.024523400840295,1439
Q3 upper-middle DV2,pied,16,1,12,13.022113022113,1440
Q3 upper-middle DV2,piper,16,1,12,13.022113022113,1441
Q3 upper-middle DV2,raby,16,1,15,13.022113022113,1442
Q3 upper-middle DV2,routines,16,11,16,13.926981187142982,1443
Q3 upper-middle DV2,scc,16,1,13,13.9652555236971,1444
Q3 upper-middle DV2,screaming,16,8,15,12.901553612448637,1445
Q3 upper-middle DV2,seamless,16,10,16,13.729609906441912,1446
Q3 upper-middle DV2,sensory,16,7,16,13.682446725178231,1447
Q3 upper-middle DV2,six,16,11,14,13.87214527101068,1448
Q3 upper-middle DV2,socially,16,9,16,13.24566908667935,1449
Q3 upper-middle DV2,stepped,16,8,16,13.656618074629124,1450
Q3 upper-middle DV2,supervision,16,10,14,14.0232864419177,1451
Q3 upper-middle DV2,tea,16,10,13,13.458717890414063,1452
Q3 upper-middle DV2,thats,16,8,16,13.418521513717419,1453
Q3 upper-middle DV2,treats,16,12,15,13.512953139512556,1454
Q3 upper-middle DV2,trustworthy,16,9,16,13.418318150541282,1455
Q3 upper-middle DV2,usually,16,7,15,13.205962406819118,1456
Q3 upper-middle DV2,addition,15,10,15,13.375863430031155,1457
Q3 upper-middle DV2,affection,15,9,15,13.011244308837645,1458
Q3 upper-middle DV2,anytime,15,9,15,12.834073398830714,1459
Q3 upper-middle DV2,asset,15,9,13,13.781588399760587,1460
Q3 upper-middle DV2,behavior,15,5,9,12.379145019372347,1461
Q3 upper-middle DV2,bub,15,7,10,13.617280392565407,1462
Q3 upper-middle DV2,case,15,11,15,13.15788378065756,1463
Q3 upper-middle DV2,casula,15,1,14,14.2766295707472,1464
Q3 upper-middle DV2,challenges,15,11,14,13.056583144882941,1465
Q3 upper-middle DV2,chance,15,14,15,13.763931171210892,1466
Q3 upper-middle DV2,checkout,15,1,11,12.0843332190607,1467
Q3 upper-middle DV2,childrens,15,8,14,13.00068275799156,1468
Q3 upper-middle DV2,communicating,15,8,15,13.539734452125794,1469
Q3 upper-middle DV2,crazy,15,11,15,13.573244043800612,1470
Q3 upper-middle DV2,dancing,15,10,12,13.60963649530782,1471
Q3 upper-middle DV2,deep,15,9,15,12.99889806666668,1472
Q3 upper-middle DV2,deeply,15,7,15,12.619033690711326,1473
Q3 upper-middle DV2,dietary,15,10,15,13.83380203665454,1474
Q3 upper-middle DV2,eager,15,10,15,13.05349638530006,1475
Q3 upper-middle DV2,ensures,15,6,14,13.82638663707982,1476
Q3 upper-middle DV2,evidence,15,12,14,13.229028204770726,1477
Q3 upper-middle DV2,father,15,8,15,13.7104725541976,1478
Q3 upper-middle DV2,fed,15,11,15,13.801035010292994,1479
Q3 upper-middle DV2,fill,15,9,14,13.641187870541062,1480
Q3 upper-middle DV2,flourished,15,9,15,13.838607908964907,1481
Q3 upper-middle DV2,forced,15,8,14,13.258965895222268,1482
Q3 upper-middle DV2,google,15,11,13,13.626367665147972,1483
Q3 upper-middle DV2,grade,15,7,13,13.291174794563647,1484
Q3 upper-middle DV2,guppys,15,1,11,15.5261525739094,1485
Q3 upper-middle DV2,hat,15,10,13,13.291372830557426,1486
Q3 upper-middle DV2,hesitant,15,10,14,13.238935253986908,1487
Q3 upper-middle DV2,imagine,15,10,15,13.42792952509764,1488
Q3 upper-middle DV2,led,15,9,14,13.688678428173427,1489
Q3 upper-middle DV2,letting,15,12,15,13.373404415454939,1490
Q3 upper-middle DV2,liked,15,7,15,12.890645512006547,1491
Q3 upper-middle DV2,manage,15,10,13,13.445915049066393,1492
Q3 upper-middle DV2,mary,15,3,15,12.861173021039018,1493
Q3 upper-middle DV2,meaningful,15,8,15,13.167854193070575,1494
Q3 upper-middle DV2,meeting,15,9,14,12.959652174126253,1495
Q3 upper-middle DV2,nappy,15,7,13,13.338272865140674,1496
Q3 upper-middle DV2,nurses,15,3,15,15.18166207833414,1497
Q3 upper-middle DV2,played,15,9,15,13.538786814056866,1498
Q3 upper-middle DV2,prices,15,9,13,13.392895855150147,1499
Q3 upper-middle DV2,reach,15,7,15,13.22972841621196,1500
Q3 upper-middle DV2,reply,15,10,14,13.429344537115027,1501
Q3 upper-middle DV2,result,15,10,15,12.923880297348735,1502
Q3 upper-middle DV2,save,15,8,14,13.33159729647178,1503
Q3 upper-middle DV2,scared,15,10,13,13.781627883001573,1504
Q3 upper-middle DV2,senior,15,8,14,13.886368759909267,1505
Q3 upper-middle DV2,sit,15,10,15,13.278917604875726,1506
Q3 upper-middle DV2,sitting,15,9,13,13.475942224552693,1507
Q3 upper-middle DV2,songs,15,9,15,12.761996886443345,1508
Q3 upper-middle DV2,soo,15,9,12,13.950583146794326,1509
Q3 upper-middle DV2,swim,15,4,14,13.15604721454858,1510
Q3 upper-middle DV2,tables,15,6,14,13.206285678428747,1511
Q3 upper-middle DV2,taylors,15,1,12,13.5486265775798,1512
Q3 upper-middle DV2,tools,15,10,15,13.929914713066207,1513
Q3 upper-middle DV2,totally,15,9,15,13.12646579686728,1514
Q3 upper-middle DV2,wholeheartedly,15,10,15,13.306960518385047,1515
Q3 upper-middle DV2,wow,15,10,14,13.711732650815481,1516
Q3 upper-middle DV2,advance,14,7,14,13.107065269302357,1517
Q3 upper-middle DV2,apartment,14,2,12,14.957644550826513,1518
Q3 upper-middle DV2,average,14,7,13,13.055694403476636,1519
Q3 upper-middle DV2,centred,14,9,13,13.503091962672729,1520
Q3 upper-middle DV2,certainly,14,11,13,13.241452720653214,1521
Q3 upper-middle DV2,checking,14,8,14,13.951764009193093,1522
Q3 upper-middle DV2,classmates,14,8,12,13.073549098822498,1523
Q3 upper-middle DV2,cognitive,14,8,14,13.580105570879265,1524
Q3 upper-middle DV2,consider,14,11,14,13.567340320304156,1525
Q3 upper-middle DV2,customers,14,6,13,12.81434456287992,1526
Q3 upper-middle DV2,dad,14,10,13,13.93493206577068,1527
Q3 upper-middle DV2,decisions,14,7,12,13.129262062413586,1528
Q3 upper-middle DV2,detail,14,13,14,13.90804632994418,1529
Q3 upper-middle DV2,details,14,11,14,13.598132880897536,1530
Q3 upper-middle DV2,emotionally,14,9,14,13.193987640903837,1531
Q3 upper-middle DV2,equally,14,11,14,13.769132274709392,1532
Q3 upper-middle DV2,expected,14,7,14,13.21408246098092,1533
Q3 upper-middle DV2,explain,14,8,14,13.52828615633173,1534
Q3 upper-middle DV2,explained,14,6,13,12.637087127292343,1535
Q3 upper-middle DV2,fortunate,14,9,14,13.395791642415102,1536
Q3 upper-middle DV2,games,14,10,13,12.826328824550771,1537
Q3 upper-middle DV2,grandson,14,10,11,13.084667379912064,1538
Q3 upper-middle DV2,hearing,14,11,14,13.912894913425065,1539
Q3 upper-middle DV2,highest,14,8,14,13.134201417902563,1540
Q3 upper-middle DV2,homely,14,8,13,13.759974255922534,1541
Q3 upper-middle DV2,ignored,14,9,14,13.175773860877063,1542
Q3 upper-middle DV2,individuals,14,8,14,13.30904067870405,1543
Q3 upper-middle DV2,industry,14,10,14,13.842950140621243,1544
Q3 upper-middle DV2,interactions,14,10,14,13.7769820195471,1545
Q3 upper-middle DV2,january,14,11,13,13.552526594422558,1546
Q3 upper-middle DV2,joanna,14,1,11,12.3340887018453,1547
Q3 upper-middle DV2,kelly,14,5,14,13.4482959809613,1548
Q3 upper-middle DV2,laura,14,5,12,14.178205592404884,1549
Q3 upper-middle DV2,leading,14,8,14,14.31397657179158,1550
Q3 upper-middle DV2,living,14,9,12,13.229956404210615,1551
Q3 upper-middle DV2,maintenance,14,6,14,14.427448650828856,1552
Q3 upper-middle DV2,major,14,11,14,13.593262671198593,1553
Q3 upper-middle DV2,minds,14,7,14,13.639091894288908,1554
Q3 upper-middle DV2,near,14,11,14,13.690324087531042,1555
Q3 upper-middle DV2,nephew,14,7,12,13.31337813872735,1556
Q3 upper-middle DV2,parul,14,2,8,14.303635157876156,1557
Q3 upper-middle DV2,pass,14,10,14,13.829466855381,1558
Q3 upper-middle DV2,payment,14,7,10,13.125284571539837,1559
